date,avg_joy,avg_sadness,avg_anger,avg_surprise,avg_disgust,avg_fear
2020-01-05,0.24154593948788297,0.03164434807223072,0.01622299980381072,0.014149142469618854,0.08095729935614937,0.017590886383224754
2020-01-12,0.21110160457575575,0.032196124842762006,0.01673072688304977,0.016046118389330424,0.08063069239458279,0.018450935485511962
2020-01-19,0.2475705188714761,0.03246163948091976,0.014178427878217801,0.016654858127958243,0.07508510973206965,0.01825679847415786
2020-01-26,0.21888181312045635,0.04403559924527028,0.01892389175947632,0.01917398521208321,0.08160640887358417,0.020674580160907587
2020-02-02,0.22973036590982063,0.048477254352519296,0.014342588803109393,0.016297852375250776,0.08130991566888694,0.023895092400091657
2020-02-09,0.2415640304095894,0.02785736642676294,0.014640311131992103,0.01752080241870751,0.08520377421366601,0.019911812639319595
2020-02-16,0.24087329061012244,0.029943041829453246,0.016743918975322222,0.016233063838973442,0.08139157837735106,0.01576053247073688
2020-02-23,0.23786177430405175,0.024649074762878247,0.009873305379505534,0.01777104996207265,0.07962947060352542,0.018248218679239057
2020-03-01,0.23545555594249332,0.02396230649829616,0.019060899796915318,0.01895264438395329,0.07040543950183849,0.032724041059939514
2020-03-08,0.23967132357402637,0.025076243242449503,0.01359585510823208,0.015588892345848582,0.06925077342435894,0.046265897691828366
2020-03-15,0.164488080392554,0.028295656632086493,0.014373135582840264,0.015559874608018148,0.07185631252933275,0.07418278845641166
2020-03-22,0.177364063592998,0.03199686442236413,0.016921356813002726,0.011988583226912916,0.0679259536763778,0.06972960723228562
2020-03-29,0.1694358360719438,0.040217481714861246,0.01619778517555048,0.013834835167677903,0.0746110115336984,0.06242147294653157
2020-04-05,0.20438588456656578,0.03923025645446458,0.015617538688822133,0.013396133481049337,0.07408673912053526,0.042353300734750715
2020-04-12,0.20441677738716965,0.035420036693177795,0.016513853463408723,0.013838187406297933,0.07189907958528771,0.040575522246036555
2020-04-19,0.20597298784000026,0.03597862076782518,0.015894118642984338,0.015868121090260038,0.07925731713897594,0.03727985335406263
2020-04-26,0.20456018425281733,0.037313915677797176,0.019464433423783938,0.01647008180254629,0.0804786276735727,0.034703416268576336
2020-05-03,0.20594712915844546,0.033700555345447365,0.014944601166152958,0.014280841988204205,0.07510012559055392,0.036192762955236595
2020-05-10,0.2415738209200588,0.03441252168345137,0.013001638831977172,0.014760202662274069,0.07665217051788029,0.03043007867326355
2020-05-17,0.22267926923858786,0.037991805092553683,0.01367866726764434,0.014909142718584944,0.07463151562793033,0.031411068324257406
2020-05-24,0.22663496287024268,0.030229565742294056,0.016060859760365358,0.018357866720245957,0.07757301882885939,0.030120733224239186
2020-05-31,0.19433299340805052,0.048811840729258905,0.020987162765673147,0.013646776397618698,0.105448636713716,0.02763068119320757
2020-06-07,0.17622519536904485,0.04400598274280709,0.025160609322758504,0.014116893459566016,0.11275361825732598,0.02530660149084487
2020-06-14,0.2082828943585654,0.02956760934469354,0.018459952864280923,0.01411869401871653,0.09169821795976553,0.03027444549675735
2020-06-21,0.23138865866982383,0.031120572006819752,0.016014122316504533,0.017495017154875347,0.08484188746233329,0.02463294797112034
2020-06-28,0.2099554838351976,0.03131889206575943,0.019928882164995467,0.016231747325991763,0.08920956969736528,0.03306802460926743
2020-07-05,0.2230947429219819,0.03150251824459062,0.014235546836690123,0.015439640236257712,0.07873438964145742,0.034107963089928035
2020-07-12,0.1977731044695458,0.028985455365479057,0.02017424225216341,0.013666402856470876,0.08597851533171945,0.03329665211413648
2020-07-19,0.18791753367404487,0.0378848614658484,0.01643756676893504,0.014835925347068298,0.08776533407431157,0.03237506594381298
2020-07-26,0.20764104653236112,0.03202227882489655,0.017183943439891016,0.017614251968850112,0.08666969583238437,0.025596126758182947
2020-08-02,0.21274469662690246,0.03199155963610872,0.01727254125402208,0.014213595653968994,0.08047110433609476,0.028194011054270968
2020-08-09,0.21287522935406436,0.03392421929326685,0.014987546473917271,0.014650112588655569,0.07813151734280806,0.02662224234064859
2020-08-16,0.22795444527794986,0.02873293372196924,0.01724800666598604,0.018491577908066246,0.07736649082201454,0.02500916474236373
2020-08-23,0.21065781047616655,0.028496510621620934,0.016760641895457444,0.015620965812589026,0.07984667014577967,0.026437779632625974
2020-08-30,0.20940048809216838,0.04440203872211972,0.017522020256964834,0.01624099719957772,0.08701348969531215,0.024527950343882846
2020-09-06,0.21736165197211274,0.03403201769395886,0.01672386227525972,0.015055222151791909,0.08948749298516767,0.02525723752089318
2020-09-13,0.2275927626717929,0.036824291034532775,0.0177370031890806,0.015105279179257882,0.08387443205236203,0.034390414585338445
2020-09-20,0.2142548411892769,0.05349170597376363,0.016752080653002238,0.01258168798500158,0.07748937760589522,0.024197576970690554
2020-09-27,0.21992057071033966,0.031060898324103567,0.018061205084059166,0.013348048103245849,0.09255050703109444,0.02451484431905398
2020-10-04,0.20955169774566926,0.029894629207880524,0.019787604105628256,0.016426143374769143,0.10900847526974881,0.02150774400056827
2020-10-11,0.2068229134528862,0.029515227729225744,0.017786579987704252,0.015108165903444961,0.0953599974248959,0.025711780661603005
2020-10-18,0.22719308120857235,0.024260995126656127,0.016148981532374863,0.017119174054395465,0.09111217960039306,0.02289078359810147
2020-10-25,0.23102899538401167,0.029870529398236017,0.01624484404192011,0.014580196558026951,0.08769234644000846,0.0274567141210833
2020-11-01,0.2286281610969824,0.03148033962236308,0.018061422051837046,0.01558805275721379,0.08178896546427933,0.027842710043965456
2020-11-08,0.2323777670209977,0.03591104928626618,0.017508800971888498,0.015809674067484555,0.07657418015401926,0.027054145966803993
2020-11-15,0.23058080016214091,0.03222239515042829,0.02087727705015856,0.01650150699963877,0.08752379987179035,0.03483250763263704
2020-11-22,0.21011795490295257,0.03285877281974192,0.019490472950221525,0.012960097224563368,0.0823888558011334,0.03432564659209346
2020-11-29,0.24797966698127516,0.03373969793308606,0.017591161343543466,0.01615124403019695,0.07405914039610799,0.02522199360921818
2020-12-06,0.22679257640735667,0.03412768655942482,0.013972124517999536,0.015801244143578995,0.08182401802536822,0.03168189974522062
